Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
11.0,20,rl,70.0,11200.0,pave,missing,reg,lvl,allpub,inside,gtl,sawyer,norm,norm,1fam,1story,5,5.0,1965.0,1965.0,hip,compshg,hdboard,hdboard,missing,0.0,ta,ta,cblock,ta,ta,no,rec,906.0,unf,0,134.0,1040.0,gasa,ex,y,sbrkr,1040.0,0,0,1040.0,1.0,0,1.0,0.0,3.0,1,ta,5,typ,0.0,missing,detchd,1965.0,unf,1.0,384.0,ta,ta,y,0,0,0,0,0,0,missing,missing,missing,0,2.0,2008.0,wd,normal,129500.0
12.0,60,rl,85.0,11924.0,pave,missing,ir1,lvl,allpub,inside,gtl,nridght,norm,norm,1fam,2story,9,5.0,2005.0,2006.0,hip,compshg,wdshing,wd shng,stone,286.0,ex,ta,pconc,ex,ta,no,glq,998.0,unf,0,177.0,1175.0,gasa,ex,y,sbrkr,1182.0,1142,0,2324.0,1.0,0,3.0,0.0,4.0,1,ex,10,typ,2.0,gd,builtin,2005.0,fin,3.0,736.0,ta,ta,y,147,21,0,0,0,0,missing,missing,missing,0,7.0,2006.0,new,partial,340037.5
13.0,20,rl,69.0,12968.0,pave,missing,ir2,lvl,allpub,inside,gtl,sawyer,norm,norm,1fam,1story,5,6.0,1962.0,1962.0,hip,compshg,hdboard,plywood,missing,0.0,ta,ta,cblock,ta,ta,no,alq,737.0,unf,0,175.0,912.0,gasa,ta,y,sbrkr,912.0,0,0,912.0,1.0,0,1.0,0.0,2.0,1,ta,4,typ,0.0,missing,detchd,1962.0,unf,1.0,352.0,ta,ta,y,140,0,0,0,0,0,missing,missing,missing,0,9.0,2008.0,wd,normal,144000.0
14.0,20,rl,91.0,10652.0,pave,missing,ir1,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,1story,7,5.0,2006.0,2007.0,gable,compshg,vinylsd,vinylsd,stone,306.0,gd,ta,pconc,gd,ta,av,unf,0.0,unf,0,1494.0,1494.0,gasa,ex,y,sbrkr,1494.0,0,0,1494.0,0.0,0,2.0,0.0,3.0,1,gd,7,typ,1.0,gd,attchd,2006.0,rfn,3.0,840.0,ta,ta,y,160,33,0,0,0,0,missing,missing,missing,0,8.0,2007.0,new,partial,279500.0
15.0,20,rl,69.0,10920.0,pave,missing,ir1,lvl,allpub,corner,gtl,names,norm,norm,1fam,1story,6,5.0,1960.0,1960.0,hip,compshg,metalsd,metalsd,brkface,212.0,ta,ta,cblock,ta,ta,no,blq,733.0,unf,0,520.0,1253.0,gasa,ta,y,sbrkr,1253.0,0,0,1253.0,1.0,0,1.0,1.0,2.0,1,ta,5,typ,1.0,fa,attchd,1960.0,rfn,1.0,352.0,ta,ta,y,0,170,0,0,0,0,missing,gdwo,missing,0,5.0,2008.0,wd,normal,157000.0
16.0,45,rm,51.0,6120.0,pave,missing,reg,lvl,allpub,corner,gtl,brkside,norm,norm,1fam,1.5unf,7,7.5,1929.0,2001.0,gable,compshg,wd sdng,wd sdng,missing,0.0,ta,ta,brktil,ta,ta,no,unf,0.0,unf,0,832.0,832.0,gasa,ex,y,fusea,854.0,0,0,854.0,0.0,0,1.0,0.0,2.0,1,ta,5,typ,0.0,missing,detchd,1991.0,unf,2.0,576.0,ta,ta,y,48,112,0,0,0,0,missing,gdprv,missing,0,7.0,2007.0,wd,normal,132000.0
17.0,20,rl,69.0,11241.0,pave,missing,ir1,lvl,allpub,culdsac,gtl,names,norm,norm,1fam,1story,6,7.0,1970.0,1970.0,gable,compshg,wd sdng,wd sdng,brkface,180.0,ta,ta,cblock,ta,ta,no,alq,578.0,unf,0,426.0,1004.0,gasa,ex,y,sbrkr,1004.0,0,0,1004.0,1.0,0,1.0,0.0,2.0,1,ta,5,typ,1.0,ta,attchd,1970.0,fin,2.0,480.0,ta,ta,y,0,0,0,0,0,0,missing,missing,shed,0,3.0,2010.0,wd,normal,149000.0
18.0,90,rl,72.0,10791.0,pave,missing,reg,lvl,allpub,inside,gtl,sawyer,norm,norm,duplex,1story,4,5.0,1967.0,1967.0,gable,compshg,metalsd,metalsd,missing,0.0,ta,ta,slab,missing,missing,missing,missing,0.0,missing,0,0.0,42.0,gasa,ta,y,sbrkr,1296.0,0,0,1296.0,0.0,0,2.0,0.0,2.0,1,ta,6,typ,0.0,missing,other,1967.0,unf,2.0,516.0,ta,ta,y,0,0,0,0,0,0,missing,missing,shed,0,10.0,2006.0,wd,normal,90000.0
19.0,20,rl,66.0,13695.0,pave,missing,reg,lvl,allpub,inside,gtl,sawyerw,rrae,norm,1fam,1story,5,5.0,2004.0,2004.0,gable,compshg,vinylsd,vinylsd,missing,0.0,ta,ta,pconc,ta,ta,no,glq,646.0,unf,0,468.0,1114.0,gasa,ex,y,sbrkr,1114.0,0,0,1114.0,1.0,0,1.0,1.0,3.0,1,gd,6,typ,0.0,missing,detchd,2004.0,unf,2.0,576.0,ta,ta,y,0,102,0,0,0,0,missing,missing,missing,0,6.0,2008.0,wd,normal,159000.0
20.0,20,rl,70.0,7560.0,pave,missing,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,6.0,1958.0,1965.0,hip,compshg,brkface,plywood,missing,0.0,ta,ta,cblock,ta,ta,no,lwq,504.0,unf,0,525.0,1029.0,gasa,ta,y,sbrkr,1339.0,0,0,1339.0,0.0,0,1.0,0.0,3.0,1,ta,6,min1,0.0,missing,attchd,1958.0,unf,1.0,294.0,ta,ta,y,0,0,0,0,0,0,missing,mnprv,missing,0,5.0,2009.0,cod,abnorml,139000.0
21.0,60,rl,101.0,14215.0,pave,missing,ir1,lvl,allpub,corner,gtl,nridght,norm,norm,1fam,2story,8,5.0,2005.0,2006.0,gable,compshg,vinylsd,vinylsd,brkface,380.0,gd,ta,pconc,ex,ta,av,unf,0.0,unf,0,1158.0,1158.0,gasa,ex,y,sbrkr,1158.0,1218,0,2376.0,0.0,0,3.0,1.0,4.0,1,gd,9,typ,1.0,gd,builtin,2005.0,rfn,3.0,853.0,ta,ta,y,240,154,0,0,0,0,missing,missing,missing,0,11.0,2006.0,new,partial,325300.0
22.0,45,rm,57.0,7449.0,pave,grvl,reg,bnk,allpub,inside,gtl,idotrr,norm,norm,1fam,1.5unf,7,7.0,1930.0,1950.0,gable,compshg,wd sdng,wd sdng,missing,0.0,ta,ta,pconc,ta,ta,no,unf,0.0,unf,0,637.0,637.0,gasa,ex,y,fusef,1108.0,0,0,1108.0,0.0,0,1.0,0.0,3.0,1,gd,6,typ,1.0,gd,attchd,1930.0,unf,1.0,280.0,ta,ta,n,0,0,0,0,0,0,missing,gdprv,missing,0,6.0,2007.0,wd,normal,139400.0
23.0,20,rl,75.0,9742.0,pave,missing,reg,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,1story,8,5.0,2002.0,2002.0,hip,compshg,vinylsd,vinylsd,brkface,281.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0,1685.5,1777.0,gasa,ex,y,sbrkr,1795.0,0,0,1795.0,0.0,0,2.0,0.0,3.0,1,gd,7,typ,1.0,gd,attchd,2002.0,rfn,2.0,534.0,ta,ta,y,171,159,0,0,0,0,missing,missing,missing,0,9.0,2008.0,wd,normal,230000.0
24.0,120,rm,44.0,4224.0,pave,missing,reg,lvl,allpub,inside,gtl,meadowv,norm,norm,twnhse,1story,5,7.0,1976.0,1976.0,gable,compshg,cemntbd,cmentbd,missing,0.0,ta,ta,pconc,gd,ta,no,glq,840.0,unf,0,200.0,1040.0,gasa,ta,y,sbrkr,1060.0,0,0,1060.0,1.0,0,1.0,0.0,3.0,1,ta,6,typ,1.0,ta,attchd,1976.0,unf,2.0,572.0,ta,ta,y,100,110,0,0,0,0,missing,missing,missing,0,6.0,2007.0,wd,normal,129900.0
25.0,20,rl,69.0,8246.0,pave,missing,ir1,lvl,allpub,inside,gtl,sawyer,norm,norm,1fam,1story,5,7.5,1968.0,2001.0,gable,compshg,plywood,plywood,missing,0.0,ta,gd,cblock,ta,ta,mn,rec,188.0,alq,0,204.0,1060.0,gasa,ex,y,sbrkr,1060.0,0,0,1060.0,1.0,0,1.0,0.0,3.0,1,gd,6,typ,1.0,ta,attchd,1968.0,unf,1.0,270.0,ta,ta,y,406,90,0,0,0,0,missing,mnprv,missing,0,5.0,2010.0,wd,normal,154000.0
26.0,20,rl,107.5,14230.0,pave,missing,reg,lvl,allpub,corner,gtl,nridght,norm,norm,1fam,1story,8,5.0,2007.0,2007.0,gable,compshg,vinylsd,vinylsd,stone,410.625,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0,1566.0,1566.0,gasa,ex,y,sbrkr,1600.0,0,0,1600.0,0.0,0,2.0,0.0,3.0,1,gd,7,typ,1.0,gd,attchd,2007.0,rfn,3.0,890.0,ta,ta,y,0,56,0,0,0,0,missing,missing,missing,0,7.0,2009.0,wd,normal,256300.0
27.0,20,rl,60.0,7200.0,pave,missing,reg,lvl,allpub,corner,gtl,names,norm,norm,1fam,1story,5,7.0,1951.0,2000.0,gable,compshg,wd sdng,wd sdng,missing,0.0,ta,ta,cblock,ta,ta,mn,blq,234.0,rec,0,180.0,900.0,gasa,ta,y,sbrkr,900.0,0,0,900.0,0.0,0,1.0,0.0,3.0,1,gd,5,typ,0.0,missing,detchd,2005.0,unf,2.0,576.0,ta,ta,y,222,32,0,0,0,0,missing,missing,missing,0,5.0,2010.0,wd,normal,134800.0
28.0,20,rl,98.0,11478.0,pave,missing,reg,lvl,allpub,inside,gtl,nridght,norm,norm,1fam,1story,8,5.0,2007.0,2008.0,gable,compshg,vinylsd,vinylsd,stone,200.0,gd,ta,pconc,ex,ta,no,glq,1218.0,unf,0,486.0,1704.0,gasa,ex,y,sbrkr,1704.0,0,0,1704.0,1.0,0,2.0,0.0,3.0,1,gd,7,typ,1.0,gd,attchd,2008.0,rfn,3.0,772.0,ta,ta,y,0,50,0,0,0,0,missing,missing,missing,0,5.0,2010.0,wd,normal,306000.0
29.0,20,rl,47.0,16321.0,pave,missing,ir1,lvl,allpub,culdsac,gtl,names,norm,norm,1fam,1story,5,6.0,1957.0,1997.0,gable,compshg,metalsd,metalsd,missing,0.0,ta,ta,cblock,ta,ta,gd,blq,1277.0,unf,0,207.0,1484.0,gasa,ta,y,sbrkr,1600.0,0,0,1600.0,1.0,0,1.0,0.0,2.0,1,ta,6,typ,2.0,gd,attchd,1957.0,rfn,1.0,319.0,ta,ta,y,288,170,0,0,0,0,missing,missing,missing,0,12.0,2006.0,wd,normal,207500.0
30.0,30,rm,60.0,6324.0,pave,missing,ir1,lvl,allpub,inside,gtl,brkside,feedr,other,1fam,1story,4,6.0,1927.0,1950.0,gable,compshg,metalsd,metalsd,missing,0.0,ta,ta,brktil,ta,ta,no,unf,0.0,unf,0,520.0,520.0,gasa,fa,n,sbrkr,520.0,0,0,520.0,0.0,0,1.0,0.0,1.0,1,fa,4,typ,0.0,missing,detchd,1920.0,unf,1.0,240.0,fa,ta,y,49,0,0,0,0,0,missing,missing,missing,0,5.0,2008.0,wd,normal,68500.0
31.0,70,c (all),50.0,8500.0,pave,pave,reg,lvl,allpub,inside,gtl,idotrr,feedr,norm,1fam,2story,4,4.0,1920.0,1950.0,gambrel,compshg,brkface,brkface,missing,0.0,ta,fa,brktil,ta,ta,no,unf,0.0,unf,0,649.0,649.0,gasa,ta,n,sbrkr,649.0,668,0,1317.0,0.0,0,1.0,0.0,3.0,1,ta,6,typ,0.0,missing,detchd,1920.0,unf,1.0,250.0,ta,fa,n,0,54,0,0,0,0,missing,mnprv,missing,0,7.0,2008.0,wd,normal,40000.0
32.0,20,rl,69.0,8544.0,pave,missing,ir1,lvl,allpub,culdsac,gtl,sawyer,norm,norm,1fam,1story,5,6.0,1966.0,2006.0,gable,compshg,hdboard,hdboard,missing,0.0,ta,ta,cblock,ta,ta,no,unf,0.0,unf,0,1228.0,1228.0,gasa,gd,y,sbrkr,1228.0,0,0,1228.0,0.0,0,1.0,1.0,3.0,1,gd,6,typ,0.0,missing,attchd,1966.0,unf,1.0,271.0,ta,ta,y,0,65,0,0,0,0,missing,mnprv,missing,0,6.0,2008.0,wd,normal,149350.0
33.0,20,rl,85.0,11049.0,pave,missing,reg,lvl,allpub,corner,gtl,collgcr,norm,norm,1fam,1story,8,5.0,2007.0,2007.0,gable,compshg,vinylsd,vinylsd,missing,0.0,gd,ta,pconc,ex,ta,av,unf,0.0,unf,0,1234.0,1234.0,gasa,ex,y,sbrkr,1234.0,0,0,1234.0,0.0,0,2.0,0.0,3.0,1,gd,7,typ,0.0,missing,attchd,2007.0,rfn,2.0,484.0,ta,ta,y,0,30,0,0,0,0,missing,missing,missing,0,1.0,2008.0,wd,normal,179900.0
34.0,20,rl,70.0,10552.0,pave,missing,ir1,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,5.0,1959.0,1959.0,hip,compshg,brkface,brkface,missing,0.0,ta,ta,cblock,ta,ta,no,rec,1018.0,unf,0,380.0,1398.0,gasa,gd,y,sbrkr,1700.0,0,0,1700.0,0.0,0,1.0,1.0,4.0,1,gd,6,typ,1.0,gd,attchd,1959.0,rfn,2.0,447.0,ta,ta,y,0,38,0,0,0,0,missing,missing,missing,0,4.0,2010.0,wd,normal,165500.0
35.0,120,rl,60.0,7313.0,pave,missing,reg,lvl,allpub,inside,gtl,nridght,norm,norm,twnhse,1story,9,5.0,2005.0,2005.0,hip,compshg,metalsd,metalsd,brkface,246.0,ex,ta,pconc,ex,ta,no,glq,1153.0,unf,0,408.0,1561.0,gasa,ex,y,sbrkr,1561.0,0,0,1561.0,1.0,0,2.0,0.0,2.0,1,ex,6,typ,1.0,gd,attchd,2005.0,fin,2.0,556.0,ta,ta,y,203,47,0,0,0,0,missing,missing,missing,0,8.0,2007.0,wd,normal,277500.0
36.0,60,rl,107.5,13418.0,pave,missing,reg,lvl,allpub,inside,gtl,nridght,norm,norm,1fam,2story,8,5.0,2004.0,2005.0,gable,compshg,vinylsd,vinylsd,stone,132.0,gd,ta,pconc,ex,ta,av,unf,0.0,unf,0,1117.0,1117.0,gasa,ex,y,sbrkr,1132.0,1320,0,2452.0,0.0,0,3.0,1.0,4.0,1,gd,9,typ,1.0,gd,builtin,2004.0,fin,3.0,691.0,ta,ta,y,113,32,0,0,0,0,missing,missing,missing,0,9.0,2006.0,wd,normal,309000.0
37.0,20,rl,107.5,10859.0,pave,missing,reg,lvl,allpub,corner,gtl,collgcr,norm,norm,1fam,1story,5,5.0,1994.0,1995.0,gable,compshg,vinylsd,vinylsd,missing,0.0,ta,ta,pconc,gd,ta,no,unf,0.0,unf,0,1097.0,1097.0,gasa,ex,y,sbrkr,1097.0,0,0,1097.0,0.0,0,1.0,1.0,3.0,1,ta,6,typ,0.0,missing,attchd,1995.0,unf,2.0,672.0,ta,ta,y,392,64,0,0,0,0,missing,missing,missing,0,6.0,2009.0,wd,normal,145000.0
38.0,20,rl,74.0,8532.0,pave,missing,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,6.0,1954.0,1990.0,hip,compshg,wd sdng,wd sdng,brkface,410.625,ta,ta,cblock,ta,ta,no,rec,1213.0,unf,0,84.0,1297.0,gasa,gd,y,sbrkr,1297.0,0,0,1297.0,0.0,0,1.0,0.0,3.0,1,ta,5,typ,1.0,ta,attchd,1954.0,fin,2.0,498.0,ta,ta,y,0,0,0,0,0,0,missing,missing,missing,0,10.0,2009.0,wd,normal,153000.0
39.0,20,rl,68.0,7922.0,pave,missing,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,7.0,1953.0,2007.0,gable,compshg,vinylsd,vinylsd,missing,0.0,ta,gd,cblock,ta,ta,no,glq,731.0,unf,0,326.0,1057.0,gasa,ta,y,sbrkr,1057.0,0,0,1057.0,1.0,0,1.0,0.0,3.0,1,gd,5,typ,0.0,missing,detchd,1953.0,unf,1.0,246.0,ta,ta,y,0,52,0,0,0,0,missing,missing,missing,0,1.0,2010.0,wd,abnorml,109000.0
40.0,90,rl,65.0,6040.0,pave,missing,reg,lvl,allpub,inside,gtl,edwards,norm,norm,duplex,1story,4,5.0,1955.0,1955.0,gable,compshg,asbshng,plywood,missing,0.0,ta,ta,pconc,missing,missing,missing,missing,0.0,missing,0,0.0,42.0,gasa,ta,n,other,1152.0,0,0,1152.0,0.0,0,2.0,0.0,2.0,1,fa,6,typ,0.0,missing,missing,1980.0,missing,0.0,0.0,missing,missing,n,0,0,0,0,0,0,missing,missing,missing,0,6.0,2008.0,wd,other,82000.0
41.0,20,rl,84.0,8658.0,pave,missing,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,6,5.0,1965.0,1965.0,gable,compshg,wd sdng,wd sdng,brkface,101.0,ta,ta,cblock,ta,ta,no,rec,643.0,unf,0,445.0,1088.0,gasa,ex,y,sbrkr,1324.0,0,0,1324.0,0.0,0,2.0,0.0,3.0,1,ta,6,typ,1.0,ta,attchd,1965.0,rfn,2.0,440.0,ta,ta,y,0,138,0,0,0,0,missing,gdwo,missing,0,12.0,2006.0,wd,abnorml,160000.0
42.0,20,rl,107.5,16905.0,pave,missing,reg,lvl,allpub,inside,gtl,timber,norm,norm,1fam,1story,5,6.0,1959.0,1959.0,gable,compshg,vinylsd,vinylsd,missing,0.0,ta,gd,cblock,ta,ta,gd,blq,967.0,unf,0,383.0,1350.0,gasa,gd,y,sbrkr,1328.0,0,0,1328.0,0.0,0,1.0,1.0,2.0,1,ta,5,typ,2.0,gd,attchd,1959.0,rfn,1.0,308.0,ta,ta,p,0,104,0,0,0,0,missing,missing,missing,0,7.0,2007.0,wd,normal,170000.0
43.0,85,rl,69.0,9180.0,pave,missing,ir1,lvl,allpub,culdsac,gtl,sawyerw,norm,norm,1fam,sfoyer,5,7.0,1983.0,1983.0,gable,compshg,hdboard,hdboard,missing,0.0,ta,ta,cblock,gd,ta,av,alq,747.0,lwq,0,0.0,840.0,gasa,gd,y,sbrkr,884.0,0,0,884.0,1.0,0,1.0,0.0,2.0,1,gd,5,typ,0.0,missing,attchd,1983.0,rfn,2.0,504.0,ta,other,y,240,0,0,0,0,0,missing,mnprv,missing,0,12.0,2007.0,wd,normal,144000.0
44.0,20,rl,69.0,9200.0,pave,missing,ir1,lvl,allpub,culdsac,gtl,collgcr,norm,norm,1fam,1story,5,6.0,1975.0,1980.0,hip,compshg,vinylsd,vinylsd,missing,0.0,ta,ta,cblock,gd,ta,av,lwq,280.0,blq,0,167.0,938.0,gasa,ta,y,sbrkr,938.0,0,0,938.0,1.0,0,1.0,0.0,3.0,1,ta,5,typ,0.0,missing,detchd,1977.0,unf,1.0,308.0,ta,ta,y,145,0,0,0,0,0,missing,mnprv,missing,0,7.0,2008.0,wd,normal,130250.0
45.0,20,rl,70.0,7945.0,pave,missing,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,6.0,1959.0,1959.0,gable,compshg,brkface,wd sdng,missing,0.0,ta,ta,cblock,ta,ta,no,alq,179.0,blq,0,465.0,1150.0,gasa,ex,y,fusea,1150.0,0,0,1150.0,1.0,0,1.0,0.0,3.0,1,ta,6,typ,0.0,missing,attchd,1959.0,rfn,1.0,300.0,ta,ta,y,0,0,0,0,0,0,missing,missing,missing,0,5.0,2006.0,wd,normal,141000.0
46.0,120,rl,61.0,7658.0,pave,missing,reg,lvl,allpub,inside,gtl,nridght,norm,norm,twnhse,1story,9,5.0,2005.0,2005.0,hip,compshg,metalsd,metalsd,brkface,410.625,ex,ta,pconc,ex,ta,no,glq,456.0,unf,0,1296.0,1752.0,gasa,ex,y,sbrkr,1752.0,0,0,1752.0,1.0,0,2.0,0.0,2.0,1,ex,6,typ,1.0,gd,attchd,2005.0,rfn,2.0,576.0,ta,ta,y,196,82,0,0,0,0,missing,missing,missing,0,2.0,2010.0,wd,normal,319900.0
