,customer_id,avg_monthly_international_charges,avg_monthly_download_in_gb,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_international_charges,total_revenue
18,54fb84e6-888a-481b-909d-a75ffd1b0061,11.02,0,19.95,1004.5,0.0,0.0,528.96,1533.46
19,93bf0c35-cce7-40a1-9877-f626efcfbc2d,49.12,23,80.2,5714.2,0.0,0.0,3536.64,9250.84
20,1ec51423-8330-444f-b4ac-31d74241238f,4.7,0,20.6,414.95,0.0,0.0,89.3,504.25
21,14bad43b-cbfa-40a1-8209-93489d2a8973,1.34,19,84.9,6065.3,0.0,0.0,96.48,6161.78
22,de3ac0e7-08f8-4802-9038-40ddb45e1b9e,30.03,15,79.4,5154.6,0.0,150.0,1981.98,7286.58
23,0419e439-794e-4f69-b1f4-c8b95c72f34c,12.75,24,94.2,1046.1,7.39,120.0,153.0,1311.71
24,c4d13647-5e23-485f-92bb-0132e662bc33,28.04,30,78.8,78.8,0.0,0.0,,106.84
25,efe11cc5-b8c4-42f6-b7b6-4fd184512dba,49.22,0,26.2,1077.5,0.0,0.0,1968.8,
26,6483acb7-09b3-4d52-b60c-b7a37fb45cd0,42.66,0,20.5,365.8,0.0,0.0,725.22,1091.02
27,70f18737-5835-4639-be44-f1a8c6604490,0.0,5,46.35,672.7,0.0,0.0,0.0,672.7
28,f96ba073-018b-4fe1-94c6-65b9d69f69e0,6.22,26,84.0,5714.25,,0.0,410.52,
29,408aa069-95cc-4552-b7c9-681292b7545d,7.86,0,19.95,219.5,0.0,0.0,78.6,298.1
30,80699a29-c862-4125-abbf-52e291dfba40,28.86,20,116.4,8543.25,0.0,0.0,2077.92,10621.17
31,6b85e7f5-b8e8-4a52-98b0-79861d53d7d6,14.17,0,19.6,19.6,0.0,0.0,14.17,33.77
32,850d6bb8-0597-4204-8e22-003cbb8a85e1,34.44,0,20.2,558.8,0.0,0.0,998.76,1557.56
33,9d94f318-2e9b-48db-bc73-59595a3589d3,47.57,26,64.65,994.55,0.0,0.0,713.55,
34,0e4a4455-2f91-483b-bba0-ac2c2303fe25,16.34,4,45.55,45.55,0.0,0.0,16.34,61.89
35,face4459-41ce-4b74-b20d-413a0c99a9af,0.0,14,44.95,996.85,25.84,40.0,0.0,
36,418a881d-4273-4669-beac-c002d13be28e,33.93,18,104.95,7544.3,25.42,0.0,2442.96,9961.84
37,2bd21923-1db8-4414-9a3f-016d7e088d66,6.26,48,90.95,4236.6,0.0,50.0,287.96,
38,ab26a447-c227-4888-9a04-d499902d9b9b,19.73,19,51.05,1815.0,0.0,0.0,710.28,2525.28
39,05826cb1-d2e1-419c-9da3-5f7b980efe9a,39.3,0,25.2,1787.35,0.0,0.0,,
40,7ce7ea5a-6cac-4f2e-98ed-3bc31d2136dc,34.69,27,91.25,2351.8,0.0,0.0,901.94,3253.74
41,071a51eb-7363-43d0-b2d5-36d881470d4f,30.88,15,64.85,1336.8,0.0,0.0,648.48,1985.28
42,3e6aa389-96ad-4603-b58c-4608f06726a3,22.23,13,84.05,134.05,0.0,0.0,,
43,7a1054db-81f9-4c31-957f-e5388f66dabe,37.97,0,19.55,99.6,0.0,0.0,189.85,289.45
44,d8746a42-097a-465d-b0bd-edcd86d3b814,4.09,0,20.2,735.9,0.0,0.0,155.42,891.32
45,64950018-dac8-4722-a643-ccb4fc785fef,34.58,28,96.75,5206.55,0.0,0.0,1832.74,7039.29
46,fc901167-9217-4e4b-b958-9b19bb0f1f20,44.73,3,74.6,74.6,,0.0,44.73,
47,0d2dce15-9017-415b-ae14-8bafb103e412,9.99,5,75.2,3901.25,0.0,0.0,509.49,
48,4758501b-432a-420b-8b06-3ca66329528c,28.11,27,74.95,308.7,0.0,0.0,112.44,421.14
49,aa0c113b-2cd9-481c-95fb-76c048cdda44,29.77,12,88.65,2683.2,0.0,0.0,922.87,3606.07
50,61e27588-81a1-4513-a145-901174344683,39.97,9,88.2,1775.8,0.0,0.0,759.43,2535.23
51,f1f59b6b-360f-4978-a358-dc18f757ee77,46.63,14,110.45,8058.85,0.0,0.0,,11416.21
52,5ae3ae12-bee0-4205-b7e3-ce6cf8e1b954,38.59,24,69.3,1813.1,0.0,0.0,964.75,
53,2da1c3c7-7fcf-4729-a262-1290f7e48599,6.51,11,74.7,165.4,0.0,0.0,,178.42
54,1f3796d6-f01b-47a1-b805-5233a5ca6cf6,4.04,14,90.5,2595.85,0.0,0.0,121.2,2717.05
55,53f5a168-079d-4b88-80c1-6abb96ab6e70,40.59,25,115.15,8349.7,0.0,0.0,2922.48,11272.18
56,aa982035-7f61-46b2-a8f6-e1cd37d16e5d,42.1,16,93.0,870.25,0.0,0.0,378.9,1249.15
57,0a2ba939-40c9-4b77-adf7-7aba162f47b7,33.58,0,20.15,20.15,0.0,0.0,33.58,53.73
58,908f8ec1-efa1-4bcd-8ab6-312658bdf94d,37.51,10,71.1,71.1,,,,108.61
59,4bbd3690-aa2b-4f23-9581-1d0a6029d001,15.96,26,68.4,4855.35,0.0,0.0,1149.12,
60,31f612b2-b141-4f02-bd5d-5b0a3004951c,0.0,19,35.75,2492.25,0.0,150.0,0.0,2642.25
61,925b1a10-484e-4af1-9184-56c4a56c1419,0.0,42,30.4,938.65,0.0,0.0,,938.65
62,7b889cf6-9281-43ee-b92d-9a0c7421b717,5.36,0,19.6,19.6,0.0,0.0,5.36,24.96
63,534e4ed6-3d44-41a3-8ddf-dba4768e514d,6.58,7,105.0,7589.8,0.0,0.0,473.76,8063.56
64,f9a3d83c-562b-4193-9812-0c961cf18682,15.5,12,45.0,89.75,0.0,0.0,31.0,120.75
65,5e13e323-ddc8-4282-abeb-ca202e7fb31d,24.66,26,50.75,50.75,0.0,0.0,24.66,75.41
66,2b000fc1-1c9d-4f14-bdd7-809946fe0dfb,13.26,0,19.55,883.35,0.0,0.0,636.48,
67,c8ae4f95-64e1-427d-9d47-722eb3d27e65,35.1,29,95.45,3474.05,0.0,80.0,1228.5,4782.55
68,73f41a38-f7f5-41be-8623-23be9526b2e5,35.77,69,80.5,80.5,0.0,0.0,35.77,116.27
69,c4c3fc73-1eb0-4f08-aa13-1f6ea933f500,35.32,15,89.4,4869.5,0.0,0.0,1907.28,6776.78
70,714b0af3-e899-4488-b3ee-7f17b755e06f,16.39,14,94.75,5597.65,0.0,0.0,967.01,6564.66
71,ba0370a8-c261-4bd4-b274-a31c0e3487fa,18.0,23,79.15,79.15,0.0,60.0,18.0,157.15
72,b96d7e8d-d9e5-4ff6-8ab0-463c6511ca2c,24.23,73,105.65,6903.1,0.0,0.0,1550.72,8453.82
73,de39070d-dd9f-4fd7-8be7-fc775cc114fe,9.26,28,79.25,2911.8,,0.0,342.62,
74,56d3cb0a-27b2-496b-a9ee-7cc222899d63,10.83,15,49.55,,0.0,0.0,10.83,60.38
75,bbeee7d5-f073-446f-aadb-527107b8620a,45.41,23,79.55,,0.0,0.0,408.69,1132.09
76,a3a2b3fe-c8b1-4190-85bd-26c21e4432ad,11.72,20,90.55,6130.95,0.0,0.0,,6904.47
77,93fc6710-9856-4e89-b048-095494647dc3,2.71,20,107.45,7576.7,0.0,0.0,195.12,
78,84c36abe-01c9-42e1-a15a-62e884892422,34.37,0,20.15,785.75,0.0,0.0,1271.69,
79,34b9f3de-e0c5-4897-964e-54f45b5a6dc6,31.31,12,91.25,4738.3,0.0,0.0,1628.12,6366.42
80,0902cb68-6cae-4b93-82e1-a707421100a7,46.7,75,79.95,4362.05,0.0,0.0,2521.8,6883.85
81,55978090-3cf6-4ce8-bd76-edae8ff8c18e,11.83,21,90.8,6302.85,0.0,0.0,804.44,7107.29
82,6d77f66b-bc52-432a-b1b7-4052b4519187,20.11,73,65.6,1010.0,0.0,0.0,,
83,5e3acfb0-2aa1-4c22-844e-ec2c3c83d36c,1.37,21,74.3,1863.8,0.0,0.0,34.25,1898.05
84,987ccbd3-a301-4604-a8e1-c8d18d79a0b9,0.0,24,29.9,29.9,0.0,0.0,0.0,29.9
85,6c48eb6b-bcfc-4466-8163-e3cb691bbbbf,46.78,12,91.15,168.5,0.0,10.0,,272.06
86,0c40ad50-896d-4564-ba69-5743e6edf217,11.6,10,55.55,1405.3,0.0,0.0,290.0,1695.3
87,5a35ab75-3a0b-4fc5-9866-0558c22ec2f7,19.15,18,70.0,,0.0,10.0,19.15,99.15
88,000f51ad-8208-46f4-a213-6b83de3dded1,29.79,0,20.7,762.45,0.0,0.0,1161.81,1924.26
89,0d62df72-863a-4f55-9f68-bbb0ea7e0ae7,22.34,4,81.55,4509.5,0.0,0.0,1228.7,5738.2
90,a02c63b2-51ec-401b-9415-7e022e5e2eed,14.14,28,85.85,167.3,0.0,0.0,28.28,195.58
91,63573ac9-c39e-47bf-954e-f0c21af5ac15,30.13,0,19.7,415.9,0.0,0.0,602.6,1018.5
92,1aaa25d4-af6f-47b7-8851-5b3067746371,46.6,2,51.5,900.5,35.34,0.0,792.2,1657.36
93,c6dcec3c-31aa-4962-82a3-f7f022dfad21,34.04,0,19.6,426.65,0.0,0.0,782.92,1209.57
94,63d827f1-5171-418c-a4f9-2f18eca613fe,41.08,48,80.55,1406.65,0.0,0.0,,2146.09
95,baafd7fc-55b6-464d-a491-ce6beb4e3adb,0.0,53,48.9,3527.0,34.44,0.0,0.0,
96,36d52e90-36e6-42c9-ac47-d58943f7f572,34.58,27,91.8,5960.5,,0.0,2213.12,8173.62
97,aacfe6d9-e233-44bd-914d-d6fdb7cf5384,6.59,21,101.45,2948.6,0.0,60.0,,3199.71
98,b22d884a-56d6-4823-bc9e-50d9d96741f8,1.67,21,89.0,1288.3,45.69,0.0,25.05,1267.66
99,9e7edae8-8b1b-442e-a4f3-a8d57119f531,3.18,5,98.7,5812.6,0.0,0.0,,5997.04
100,ce102656-8eef-4a58-b794-8aae08fd4868,0.0,25,54.45,2854.55,20.16,0.0,,2834.39
101,a3247cb1-f9e7-4518-88d4-497e9aa9a452,36.14,0,19.3,486.2,0.0,0.0,831.22,1317.42
102,3bd44108-0366-4096-ab45-d97d27d517b8,0.0,27,47.85,,0.0,0.0,,
103,0aa699be-eb87-45a5-b757-42e6b2152174,0.0,10,49.85,1520.1,0.0,0.0,0.0,1520.1
104,a03b45ab-afeb-4cf3-a1f6-1a09cc0c8475,5.02,0,19.1,19.1,0.0,0.0,5.02,24.12
105,db9e606b-51b8-4b0e-b0ba-b40648efe41b,38.88,2,70.15,4224.7,0.0,0.0,2332.8,6557.5
106,580f10c6-426f-43de-a2e2-001ea76e1b1a,4.75,69,82.5,5215.1,0.0,40.0,308.75,5563.85
107,446ca104-bf67-4238-a1d7-449833330dec,21.09,18,74.7,1294.6,0.0,20.0,379.62,
108,360f00de-c66c-4f26-bb7a-f735cf2888da,31.23,16,83.25,4949.1,0.0,0.0,,
109,9f0011b3-4394-4a83-a3e4-a649852a09b7,25.45,18,96.15,3019.25,0.0,0.0,814.4,
110,4864084d-e1aa-4299-a9c5-a19e75c00b14,1.1,19,64.4,253.0,0.0,0.0,4.4,257.4
111,81437793-f1cd-4314-961c-8f2bb78247b9,34.13,25,72.95,4953.25,0.0,0.0,2320.84,
112,f33a22d9-d6af-40ff-9467-c045a9838836,7.73,13,100.35,2799.0,0.0,0.0,216.44,3015.44
113,59e28400-524a-436a-8c82-8977a964f5fa,26.37,0,20.3,20.3,0.0,0.0,26.37,46.67
114,fcc8b740-51fc-4f5e-902b-e3fa15a96814,49.48,11,94.1,,,0.0,2127.64,
115,1951311c-d1c9-43eb-a18a-cdbfe3a125df,46.89,29,111.05,7321.05,0.0,0.0,3141.63,
116,e5696d8d-aecd-4f27-9d44-05a1808644d4,42.93,9,92.1,729.95,0.0,0.0,,
117,ee271af3-147e-4a89-854a-38500233176a,49.53,0,20.4,42.9,0.0,0.0,,141.96
118,e0b3d4cb-b50c-45a2-88ec-e098dee42177,41.1,0,20.2,20.2,0.0,0.0,,
119,95cd3eb4-1101-4b7c-8f58-fc73cd41f39b,27.23,69,79.5,1264.2,0.0,0.0,435.68,
120,d8dae35a-8000-4d7f-a9d9-766af9fbf3d7,1.54,15,65.2,3687.85,0.0,0.0,87.78,3775.63
121,40d7b207-e90a-4c93-95fc-ecc5954eabb5,7.35,0,19.55,124.45,0.0,0.0,44.1,168.55
122,963a4f59-b6fb-406e-9f9a-5c3ae74b3fda,38.99,20,75.3,244.1,,0.0,116.97,361.07
123,5ebb9e0b-0cdd-433e-8ded-860db45dac06,30.72,42,98.8,3475.55,0.0,0.0,1136.64,4612.19
124,bb58a96e-3aad-467b-86af-1b06d76fc670,44.77,58,94.8,4837.6,0.0,0.0,,7120.87
125,5137f985-3356-4c43-b86c-9331c9d601b5,14.54,0,19.95,1028.75,0.0,0.0,741.54,1770.29
126,8b580114-d2c8-40b7-978c-221e94a97cf3,46.17,19,45.95,45.95,0.0,0.0,46.17,92.12
127,9091a9e6-664e-4186-bb38-c77022d68198,0.0,10,42.3,1840.75,0.0,0.0,0.0,1840.75
128,5f6bdce0-f672-4a5c-bc2b-4ff62cda9137,20.26,25,78.25,1490.95,0.0,0.0,384.94,1875.89
129,c290da75-11e6-4e25-a15a-442c48cdc854,35.96,42,84.6,1115.2,0.0,0.0,467.48,
130,944591f0-47d7-452c-857a-8c607d8c8171,30.47,0,19.95,927.1,0.0,0.0,1401.62,2328.72
131,3d80c720-2230-4baf-aaa3-1baaf1a41506,27.67,0,20.75,44.2,0.0,0.0,55.34,99.54
132,5dc75b02-0f08-4137-84d9-5f3c9e93ae20,41.43,20,44.7,93.7,0.0,0.0,82.86,176.56
133,0fadddc4-01eb-4f7d-8a51-410b15ccf4e0,14.18,25,74.55,4191.45,0.0,0.0,765.72,4957.17
134,188dd4cf-191c-4ac5-ba83-0c802a1c9ac2,14.46,29,108.65,7726.35,0.0,0.0,1041.12,8767.47
135,1d7114c5-dde8-46b1-add9-2f3963b7a71a,46.45,26,108.75,7493.05,0.0,100.0,3205.05,
136,bbb207c2-a802-4255-a7ec-5a736c242d5f,16.76,85,90.65,2989.6,0.0,0.0,553.08,3542.68
137,36e2a471-48b8-433a-95d0-6aa69b816ce5,22.83,0,25.75,257.5,0.0,0.0,228.3,485.8
138,da3ce00e-dbf9-451c-9f49-dc1eaf23f6c0,0.0,17,42.1,2962.0,0.0,0.0,0.0,2962.0
139,f015402c-bb51-4146-945b-0ba8c5dac85a,34.99,24,70.1,141.65,0.0,0.0,69.98,
140,4c85caf6-5c7b-4ebf-a7eb-874242177cd3,19.68,28,92.15,6056.9,0.0,0.0,,7355.78
141,1bd66876-8355-4f68-bcfe-73915749745d,44.87,8,76.35,2606.35,0.0,0.0,1615.32,4221.67
142,becacc32-2b59-4a8d-b4aa-2b9a2943850f,3.14,0,20.0,833.55,0.0,0.0,131.88,965.43
143,0c6f3b75-1ad2-4ed3-97b5-537a29d1d1f7,47.46,0,19.85,19.85,,0.0,47.46,67.31
144,02e24519-4af1-4611-86ae-bbdc56e3f20d,19.32,22,79.6,79.6,0.0,0.0,19.32,98.92
145,b50c85e6-1c3d-4ad2-9709-4bd3c9e20fe9,48.07,18,94.95,2142.8,0.0,0.0,1057.54,3200.34
146,9aa2f0b9-8f5d-46c9-be70-5c15f84d5d20,2.27,17,70.25,331.9,12.48,0.0,11.35,330.77
147,8f18f909-3f3d-4104-8dbb-645aa2fae79d,34.21,19,90.1,1612.75,48.26,0.0,615.78,2180.27
148,80bfb7d3-fe05-4b0d-bd88-06232b6b5d43,6.94,28,49.15,270.8,0.0,0.0,41.64,
149,a5a77ee9-b39a-4e50-bf9b-31393cdc44bd,0.0,7,35.9,,0.0,0.0,0.0,35.9
150,01eeac8a-17f9-499c-bdf0-3ecf8ef4b454,21.38,26,94.3,5610.15,5.55,150.0,1240.04,6994.64
151,2f07e9b6-15ab-475d-8589-e7bac67e778b,35.16,5,74.0,3919.15,0.0,0.0,1898.64,5817.79
152,0e4a4455-2f91-483b-bba0-ac2c2303fe25,16.34,4,45.55,45.55,0.0,0.0,16.34,61.89
153,502c6964-b53d-487b-9381-1ea0ee2c2090,39.06,75,114.75,7842.3,0.0,0.0,2734.2,10576.5
154,232d0399-55df-490b-a624-138e57bf3df4,48.87,13,110.85,7491.75,0.0,0.0,3225.42,10717.17
155,f96ba073-018b-4fe1-94c6-65b9d69f69e0,6.22,26,84.0,5714.25,,0.0,410.52,
156,dd9d0996-56e1-42a6-a038-9c430d52e97f,31.53,0,20.65,595.5,0.0,0.0,819.78,1415.28
157,2903effa-7452-4b86-8116-d9852041cce8,10.19,27,104.3,2867.75,0.0,0.0,275.13,3142.88
158,4cfceb2d-0608-4bf1-a75b-0f5cd9d46c5b,25.68,6,99.65,2404.85,0.0,0.0,616.32,3021.17
159,8490312e-04c5-4b69-a86e-0a00eca104b9,8.5,59,73.55,145.4,0.0,0.0,17.0,162.4
160,048f7bb7-721a-4fc3-8f1c-82a8872479c9,10.25,0,20.85,450.65,0.0,0.0,225.5,676.15
161,6dc3c904-bc49-4854-b045-b4bf74e2c21f,32.47,0,19.9,,0.0,0.0,616.93,974.63
162,faf4b74e-7051-4da3-bcb6-4fd3adbaf019,7.2,23,94.65,6079.0,0.0,0.0,482.4,6561.4
163,6c7cffe2-90eb-4442-9674-36ffef8bd90e,5.32,5,92.0,6782.15,0.0,10.0,383.04,
164,8b777a66-a19e-40d7-8a11-21b099a58ca5,9.28,26,93.85,2381.55,0.0,0.0,241.28,2622.83
165,0c332225-39b9-427d-9598-19994f59eb86,3.18,0,20.3,1079.05,0.0,0.0,174.9,1253.95
166,c212bf01-f9d8-43e7-85e4-2fecc21474a4,1.02,3,53.6,1315.35,0.0,120.0,24.48,1459.83
167,a3aab211-7b9c-4118-9580-2dedbf37078d,33.14,17,59.2,1191.2,,130.0,662.8,1984.0
168,c09033fd-88eb-4da5-a959-92fe8d465f03,48.92,0,20.3,246.3,0.0,0.0,538.12,784.42
169,ea71b343-6c33-4c06-9513-10f7f6232f45,33.32,48,55.55,55.55,0.0,30.0,33.32,118.87
170,9b2e54dc-bfb8-49f6-a3c6-a1f8b7ad464d,17.6,2,71.25,71.25,0.0,10.0,17.6,
171,0e7a46c1-3152-4e09-8de6-c9fd0630e31e,18.2,0,19.65,391.7,0.0,0.0,327.6,719.3
172,f81d0ff7-2038-4ba5-955d-33475ba0afbd,0.0,53,44.3,2666.75,0.0,20.0,,2686.75
173,b5c206e3-e35d-4832-8f61-b7606598988b,23.95,0,19.7,804.25,,0.0,981.95,
174,2da1c3c7-7fcf-4729-a262-1290f7e48599,6.51,11,74.7,165.4,0.0,0.0,,178.42
175,dd37f2da-1e91-4494-b81e-a0768e4c19f2,19.41,27,55.3,1530.6,0.0,0.0,582.3,2112.9
176,f9170e0d-c55b-4c35-aee3-df2ac39d0183,43.19,10,81.35,4060.9,0.0,0.0,2116.31,6177.21
177,673b7617-065f-482b-9f34-44cae436efc6,5.98,0,20.45,527.35,,0.0,,
178,b6070323-cc30-4b7b-b87d-d1ac0a11bc5b,44.05,0,19.3,360.35,0.0,0.0,704.8,1065.15
179,0203af8c-d3ff-4c94-baa4-2aa58ad5576a,22.31,21,54.0,1055.9,0.0,0.0,446.2,1502.1
180,f5a04fec-03d8-4bb4-980b-5f8ba8a2f606,9.33,0,25.4,1782.05,0.0,0.0,653.1,2435.15
181,59f471de-4bd4-4bfa-a4d8-8f15e3a07dbe,13.28,24,90.05,5965.95,,0.0,,6842.43
182,9ab122bb-9edf-480f-a507-8b61766303d1,45.69,18,84.7,832.05,12.81,0.0,456.9,1276.14
183,3040a6fb-c551-4261-aff6-ad727c695e32,29.24,85,74.15,811.8,0.0,0.0,292.4,
184,00eda9ec-d16c-4418-a282-d98798a3520d,39.49,28,104.8,7308.95,6.11,0.0,2764.3,10067.14
185,58a23006-0f64-4598-b768-78ed00140ef7,45.22,15,89.55,3729.75,0.0,0.0,1854.02,
186,d1b34dd1-10f5-4f4e-bb15-3554c397472f,0.0,21,24.3,,0.0,0.0,0.0,100.2
187,21569892-9bd0-44f2-b806-5828792c7a23,0.0,20,35.0,1782.4,0.0,0.0,0.0,1782.4
188,28846eef-c4e9-4066-8640-c46d4e089818,35.77,0,20.25,538.2,0.0,0.0,965.79,1503.99
189,cd432dc7-58ff-45d7-804c-f102eba74d84,12.13,19,69.85,69.85,0.0,0.0,12.13,81.98
190,eac3eff7-0126-4f91-ae9f-84ff2cb01f53,20.43,0,25.1,1725.0,0.0,0.0,1327.95,3052.95
191,808e58b1-fa33-4794-97c6-0945a84d8bcf,49.0,23,95.7,1184.0,0.0,0.0,,
192,ea59d1ab-3e74-43cf-9e01-d2f11267d8b5,40.66,8,55.7,899.8,0.0,0.0,609.9,1509.7
193,f96ba073-018b-4fe1-94c6-65b9d69f69e0,6.22,26,84.0,5714.25,,0.0,410.52,
194,06614169-5d08-4bdb-b635-66b3c8513852,0.0,52,50.85,2036.55,0.0,0.0,0.0,2036.55
195,ea18b0ce-e2ca-49a8-ad70-7b5f9ccd5782,32.73,0,25.4,25.4,0.0,0.0,,58.13
196,ee6d37e0-eab8-40be-bab1-44c399bd0ff5,29.33,0,19.75,19.75,0.0,0.0,29.33,49.08
197,ead2690d-661f-4e53-8886-68b024bb1409,24.57,0,19.9,76.65,0.0,0.0,98.28,174.93
198,df41b4a4-c483-4e85-8c51-811548534b96,31.17,23,94.75,2293.6,0.0,0.0,716.91,3010.51
199,a554388c-724f-4a17-8392-2d47a0f94640,24.67,59,51.55,1295.4,0.0,0.0,,
200,aa2a305b-2f88-4934-932c-c775d751f7f5,30.07,30,48.6,422.3,20.45,0.0,,672.48
201,377ce6ab-9879-45cf-90d2-98cea5136524,0.0,4,50.0,1750.85,0.0,0.0,0.0,
202,18957f4d-56c6-44f7-8ee0-cbb79befff99,5.16,59,99.95,547.65,0.0,0.0,30.96,578.61
203,6117be4d-08c6-49d6-95d6-55bf313ab7fc,32.11,16,69.0,2669.45,0.0,0.0,,3889.63
204,ff5364ac-ac7e-4ac5-ab13-214920cc6fad,45.03,10,102.6,4213.35,2.93,0.0,1846.23,6056.65
205,ed47533c-bc91-4b81-a6e8-5c82448d4aac,30.28,0,19.05,461.3,0.0,0.0,,1218.3
206,fa9df51e-b35d-42e6-a5fe-2dc7e04103ec,5.48,14,93.9,6579.05,0.0,0.0,383.6,6962.65
207,f80ebde8-fcd8-4e33-9e2d-6f4d592462ab,1.2,0,19.8,465.45,0.0,0.0,27.6,493.05
208,19807313-bac4-4155-a8e3-e53da179fc22,5.22,10,95.65,6856.95,0.0,0.0,,
209,072c481b-5909-4d51-ade8-6855523eeba0,46.92,9,91.05,2954.5,,70.0,1501.44,4525.94
210,a91dbb4f-5b2d-46c5-bf2f-cf2f2f73306a,5.61,24,54.85,370.4,0.0,0.0,39.27,409.67
211,f579b9bf-e095-4fcf-919a-4c94bb50e1dd,9.93,27,85.35,1375.15,0.0,0.0,158.88,1534.03
212,e96a26a3-612e-42fa-95bb-4871d82c6f3b,25.91,0,19.95,310.6,0.0,0.0,440.47,751.07
213,0381e003-fea6-4fd8-a875-a05a7af6fa18,13.14,17,109.2,7049.75,0.0,0.0,827.82,7877.57
214,5e8241bd-760a-476e-9758-71ee24dfa7b2,20.37,26,108.75,6871.7,0.0,0.0,1283.31,
215,52314198-557b-4278-917d-60e2393ca458,36.85,0,25.55,507.4,0.0,0.0,737.0,
216,4c9038c9-bd5e-409a-8416-b0d84183ee81,47.83,27,111.9,8071.05,0.0,0.0,3443.76,11514.81
217,2446f432-b5be-42b4-8dbd-3b73290edc7e,20.56,0,24.45,1709.1,0.0,0.0,1480.32,3189.42
218,e54d335e-e687-42ee-b6a3-f6a9457378be,39.39,3,80.25,3439.0,2.18,0.0,1614.99,5051.81
219,65dae4cb-1334-46b7-b95d-8f7458789d7a,10.95,29,89.2,990.3,0.0,0.0,120.45,1110.75
220,9f9be95f-9f36-40a3-aaeb-f88f214dd71b,4.08,59,84.8,3958.85,0.0,0.0,187.68,4146.53
221,ffc6e93b-fc13-4fc6-8b51-50a94eab87d2,41.34,24,81.4,4354.45,0.0,0.0,2149.68,
222,db8ee8ce-2472-441e-905e-8fe03874d50c,25.57,27,79.2,2497.2,0.0,70.0,,3359.87
223,58428704-9508-42c6-ae08-33555ec12c40,42.55,18,78.1,947.3,0.0,0.0,510.6,1457.9
224,db393193-d1ba-40f1-84bf-0f18549e4657,48.97,42,94.1,5060.9,0.0,140.0,2644.38,
225,e9d25188-c9bf-4149-ab87-8c931a6fd764,41.02,0,20.05,746.75,0.0,0.0,1435.7,2182.45
226,509f5268-5891-4b0f-bb6b-e651c5851014,15.06,11,51.05,2066.0,0.0,0.0,587.34,2653.34
227,a2206061-ed88-4428-b60c-95be774d98ec,23.91,22,44.3,,0.0,0.0,,137.12
228,79c6244c-3e76-4d51-b611-86187144122f,11.85,82,109.15,7789.6,0.0,0.0,853.2,8642.8
229,101d8532-5a2b-45af-82dd-04a5e0dee4df,39.61,16,74.45,74.45,0.0,0.0,39.61,114.06
230,aaceedbb-3b78-430a-a50e-41fcd1e5800b,8.18,53,95.4,4613.95,,0.0,400.82,5014.77
231,58921855-339b-4a5b-bcc7-02846f0cf76c,30.88,3,79.8,973.45,0.0,0.0,401.44,1374.89
232,263ba295-5487-4bf0-ab06-a4770ded5fdb,36.5,0,24.6,1678.05,28.42,0.0,2518.5,
233,e2a80983-c6d7-4afd-a7c9-dc4b23e0a36a,12.5,4,74.75,238.1,38.84,0.0,37.5,
234,1c7c523f-01e7-4fd5-a2e2-5c8e8edc559c,31.84,58,64.3,445.95,0.0,0.0,,668.83
