,customer_id,nps,cltv,reason
66,99a2ce39-cb06-4fc0-984e-447942e7ea2f,3,2654,
67,8ffc03ab-dc8a-4255-ae8e-070920160d53,5,5939,
68,9dfa4f11-94df-49e5-921e-f6a9175bd6e3,5,5755,
69,2fcd0cce-7c3e-44be-bbd2-bc5dfb635503,4,5184,
70,e5ea673c-b457-4c2a-ae81-5f4bc02c52e3,5,2609,
71,e8c59fa6-2578-44e2-856a-bf62193aca53,4,4840,
72,1b67aeb6-cdaa-4b72-9992-c9c5317397f1,1,5264,Competitor had better devices
73,6a9812e8-4b7f-4c82-a689-406b39582aa1,4,2798,
74,c53bf954-9b56-46ef-8767-0d73c693fe59,1,3185,Service dissatisfaction
75,218b7edb-68f2-44f2-a22a-06f27fc80d4a,3,5182,Competitor offered higher download speeds
76,8d0d03ec-9183-435c-b0b0-fd4555b170d9,2,4811,Competitor made better offer
77,efcd4c30-c015-4bd9-910b-862864f0af80,5,3111,
78,8bf65e76-5d14-427a-9746-3d74221c7088,4,5286,
79,c6213833-ee81-442a-9a04-541c590ee1ff,2,4074,Extra data charges
80,433ac646-4ad6-4516-87cb-40196a5def1e,1,4471,Product dissatisfaction
81,88957952-5426-45b1-b88c-6a19701568a4,5,3103,
82,71738c9d-ae1d-4f95-be1e-b9e1f95489d7,1,2740,Competitor had better devices
83,671fa34c-ef10-451b-95da-1418c969170f,3,3354,
84,5ec5a64b-4b1f-4bc2-b49a-9e11951ad9c9,3,4387,
85,313751b3-27b7-4568-9335-b8948e0af8b4,1,4522,Long distance charges
86,b36edda4-c85a-477c-810c-a7d4a48dc996,4,5097,
87,a2f2811c-6e6e-4ef7-b707-2f8b2358906a,5,4905,
88,5cfb78fc-11b4-4251-8cad-fe6eaa157e80,1,3278,Competitor had better devices
89,1a18e70c-d707-44fd-8765-c8c2e067c3a8,5,5176,
90,0f79db8e-d51c-4785-b118-f948f767207b,2,5211,Attitude of support person
91,48faf29d-bf06-46ce-be19-a8d9a246a4ac,4,5234,
92,ee9b7ac3-dc22-4741-a59e-46a5fcd54a5e,4,5696,
93,dd37f2da-1e91-4494-b81e-a0768e4c19f2,4,2725,
94,7039fad0-abc6-4641-a71c-e49c3bef7d56,3,5228,
95,45197e7c-3e7f-4cb5-8bc8-541c2946fe9a,3,5185,
96,e17b2eac-bee6-43be-ad24-ee1a726ef1af,1,4689,Competitor had better devices
97,fdb5258c-396f-478a-8a60-cfc32efd22b0,4,5397,
98,d9adcb8b-1166-42e5-8ea7-fdb43aa0c090,3,5342,
99,b40f0d75-2b72-40ba-8c8c-397632877ce9,4,3488,
100,967cc2fe-caff-4635-b555-fb54aeba7919,3,3530,
101,bd41d850-5fad-489b-a93a-f086fcaec6c7,5,4030,
102,95775098-b230-4e3c-a411-d323305ced87,4,5600,
103,964ce54c-a3d3-4013-92e4-c81c0235241b,3,3384,
104,44a3f211-1d32-4113-ab65-d2d5e41b4e4f,4,4709,
105,ba40b332-f235-49eb-b5f2-ea2c97f74e7e,5,5320,
106,a9d26095-9733-4c13-8641-a62ee80b2c22,4,5435,
107,85455dcc-70d5-4baa-9de0-9748d932cf37,5,2648,
108,e1b99786-d1fa-4861-b974-419beeaa61c2,4,3433,
109,3c980dfa-d474-477b-bf42-75b7aa467472,4,5461,
110,dfcb34ca-4cfd-4285-a53a-f9d3aa5f5c5f,2,4995,Attitude of service provider
111,8ffc03ab-dc8a-4255-ae8e-070920160d53,5,5939,
112,78fc9c86-4e8f-4019-baef-a91bc8599716,4,2277,
113,326180dc-400b-4137-b688-e242d1f179d3,3,4993,
114,fa79902c-161a-4f14-9989-ec779638cacf,3,4598,
115,bbf83d6c-6528-48a6-a3cb-35368bad4fd0,3,2568,
116,cee6c366-eb97-4fd7-aac4-5d366fb7ea5e,4,6471,
117,83ab3da6-dd98-40f1-9a28-d155f257b8cd,3,3560,
118,f16e8eaf-4d9d-4ac8-b968-7f3eb52a0ad9,2,4922,Competitor offered more data
119,2529fce3-6659-47b9-b091-f078a27f6e02,1,3764,Network reliability
120,0d389f4f-40b6-4b9d-932c-e98760a5fae8,3,4324,
121,ceed2a91-5306-4057-9d77-25128f735fbd,4,2382,
122,5f3d5bcc-67e1-42ba-b709-a3464f217a8e,3,2928,Moved
123,55f5672b-3596-4baf-9342-97a3b82abf4a,3,5422,
124,11d75a3c-a35b-4fe9-8df0-71979f7bdeb9,1,2454,Competitor had better devices
125,623d9fdf-a987-4d1e-8bb5-3b939d587c42,1,5245,Competitor made better offer
126,24f395b9-67a4-46b5-b386-a1567c1ed597,3,5646,
127,dec846cc-7d86-45d4-b5d8-44a4199a692c,4,6357,
128,ef82e400-f99e-4cf8-85d6-3078b4a428d7,1,5258,Network reliability
129,81f45ecb-dca6-4a2b-9308-03359140ccfd,5,5456,
130,27e49863-b121-4c69-9649-fb85bde5e608,3,5283,
131,9a0a5be2-c6b5-40aa-9d1e-22b69dfdc2bb,4,4241,
132,ff99a1c6-3bfe-43b0-aa5a-830ad0a8cbf9,3,5231,
133,44a3f211-1d32-4113-ab65-d2d5e41b4e4f,4,4709,
134,599f884e-77ce-4e8e-adc0-fd5c3e6ccca6,4,6024,
135,2d3d5bf2-2bdd-401a-9ac1-04db99c02e4a,5,5227,
136,edf341dc-acf1-4edc-bf19-7dcec11c9777,3,3387,
137,9f0cfb0d-0d3a-455d-8331-bd4fa2402c57,3,3215,
138,96c989fa-cdca-4170-9582-72f15cff3572,3,3618,
139,0c3488aa-3477-4b0d-8cb6-144881566d20,1,5855,Competitor had better devices
140,59e5159d-4821-43ba-a22c-667c62c5a2f8,5,3792,
141,8b24d4b5-ea88-4864-a9f6-e5cd8a222366,1,4861,Competitor offered more data
142,59ccbd84-4d30-47f5-ac8c-24332fcc73c8,3,4535,
143,dd88f327-6322-4c4e-a10e-7c8fca4f54e9,3,4570,
144,294a6486-06ac-47d2-b71d-7609661014ec,2,2152,Don't know
145,84c88545-a421-44d5-86f9-b00433184c75,2,3878,Competitor made better offer
146,6c59c94f-7185-4806-b0bd-f1acf4480a51,5,4449,
147,946a943d-d1a5-4d8b-8ee6-f3afe28de266,4,6342,
148,6a4d31ce-02fe-4cf8-b714-7cca29d6cfa0,5,3241,
149,b3ccb846-b782-4e62-9658-3f1898eda812,4,4543,
150,fabf319b-4f1a-4ff4-b836-77f6215432b6,4,5657,
151,b6b487c1-d0c8-4dae-821b-7d8b0669ee43,1,5527,Product dissatisfaction
152,e2ce471d-22fc-443f-93e1-1a9abe079061,4,4133,
153,504f663d-97d3-4105-bbbf-5863a9c90471,4,2939,
154,a1d8e144-5aa3-4b7b-94eb-783b6e463cfb,3,5265,
155,bd579752-923a-4eab-87d6-4c059dec8bad,5,5940,
156,07abb6e8-afe5-495b-be60-2ad2b3f1b8ad,5,2874,
157,62541b70-9fc7-4584-b522-6765fa0544d4,3,5408,
158,4c3315ff-35c5-4799-9a09-39f4dd1a30c1,3,5310,
159,f867229d-31e6-4ad3-99fc-e47766ed7e26,1,2899,Competitor offered higher download speeds
160,f12fd58d-b693-4242-98d9-27c933fc2c1a,3,4361,
161,acd101bd-366d-4153-a850-6587447c740d,3,4981,
162,1d708eb4-9a98-442c-9541-7d98b18aae08,3,3511,
163,f8e68219-d798-41e9-9367-c9fdcf43136b,1,5394,Long distance charges
164,e3efe558-fc5f-4155-971d-808624bb362b,3,4247,
165,9371765e-9628-4b1b-ab8b-077ad28ffc0f,1,3022,Competitor offered higher download speeds
166,04f14af1-ccec-4497-ae28-abc0cbd2cd82,3,2907,
167,a5c63f73-a355-4a64-80fe-7db5f34ce9bf,4,3194,
168,bc759028-7fc1-4e31-adc0-1ecab67dea6f,3,2967,Limited range of services
169,c9a82c11-81b7-4c46-96df-4ed883bb1eb4,3,2551,
170,de149dc2-e994-468b-9d6b-2df876178c43,4,3461,
171,4300e6d5-f970-4e21-98b1-001d8d8d89aa,4,2159,
172,a91c9f83-95ad-4966-84b2-50c8f9e2265a,3,3083,
173,355eef96-aae3-46bc-b5d4-9f5b2e2cee45,3,4042,
174,c46ee868-bbbc-49fc-87cb-d13fcffe8aec,1,2110,Competitor made better offer
175,77159098-4562-4c8b-b8fd-9368baddb562,1,5094,Product dissatisfaction
176,c748cac6-811a-495a-ae0a-82116fbee235,5,4975,
177,2dcd4873-1bc6-40a4-abd6-e223b84a3ad8,1,3677,Service dissatisfaction
178,df9e0d21-e698-44d6-a213-8a7007009389,3,2429,
179,a834bf20-837f-45cf-b9d8-42ca1c37ef54,3,2184,
180,3b68d15e-224c-4c00-bebb-0772221df03b,3,5709,
181,e763ebe0-9be7-45fb-9761-7abe7fb2dd0e,5,4133,
182,4817d40f-7d37-46c6-bd30-38cfa358d974,2,5186,Don't know
183,95cd3eb4-1101-4b7c-8f58-fc73cd41f39b,4,5040,
184,2d975951-7798-4863-ac5d-f0a22c2e8f25,3,2754,
185,923dae89-7d39-45a3-aeea-ec804d943651,3,6249,
186,00b71898-e74c-42bc-bc52-7f247daa12fc,3,4712,
187,86fbd617-944a-4257-81ec-c69c763e4f53,5,5986,
188,9c1d39fd-a926-4fd4-b51f-a876e7829c4a,3,5468,
189,ec018d37-0ed4-470b-8f6b-fecb99628d1c,4,6452,
190,529b967b-d9d2-433a-8521-14ceaaab99e4,4,3585,
191,444b254d-4330-485b-8485-3a6f94c7baf8,5,2784,
192,4f6cb058-2a2e-4f4a-b2b4-ee504d1018bd,5,3746,
193,1d49c031-e0af-4075-8a0f-c26ac20fbd32,5,2893,
194,edf341dc-acf1-4edc-bf19-7dcec11c9777,3,3387,
195,7785e601-7467-490c-b82f-d8992dc72873,3,5559,
196,ccb3ac6e-35c6-4dc3-ae34-ee6483793e67,4,5261,
197,0096bddc-8332-453b-93da-307051d48661,2,2266,Long distance charges
198,ccd27a0d-0b32-451a-b6b8-2ea7fb866f98,3,4761,
199,cbd2d418-1569-44ab-bf37-deac93a76c34,5,4986,
200,5a81c23f-1495-4973-ac73-7ece23e4a17e,1,6110,Network reliability
201,32d752f4-a23b-4186-ad7d-6911c0621c1f,2,3077,Network reliability
202,0dd0cd4b-4d10-4b6f-a59f-1b7ea826c816,3,3533,
203,a84120de-03db-4248-b2a4-7ef3698a2dd4,3,4993,
204,d837283d-baae-4195-929b-b614479578f9,2,4512,Don't know
205,9ce1e143-d088-4a5c-9af0-b35983a814c3,1,5270,Competitor had better devices
206,3130494e-d0a1-4851-91e1-b0482371317c,1,3522,Competitor had better devices
207,a715883b-36a9-416c-9295-4fa6f3f3f966,4,4530,
208,979d969c-fcb2-40f3-9e60-5f4e03eb1413,4,5476,
209,46627422-e487-45a7-b1f1-fc082fcb77e7,4,4951,
210,35002346-d326-4243-b396-ee40aa6106c6,3,4635,
211,4e38838f-099d-4a9d-be71-8a992c12a076,3,4120,
212,61803980-edf8-4e7c-860f-1b08709e39e6,4,4394,
213,0243fe6d-d712-445d-aab7-5f7e24c9e91b,3,6466,
214,d6feea1b-adec-4b93-943f-8f881bc8b68b,5,2449,
215,12889288-e454-4406-95ef-43fb3aa5b482,3,4578,
216,23a36e0c-d992-4101-990e-4c838846d1ea,3,4254,Attitude of service provider
217,4c260483-ed4f-45f4-96e7-745c354ec779,2,4381,Attitude of service provider
218,d8d8c9d7-6b16-4407-ac6b-a92bd36e0e30,1,3861,Competitor made better offer
219,f015402c-bb51-4146-945b-0ba8c5dac85a,4,5592,
220,73029b59-c8c9-4111-bf1b-3866bcff1565,3,4657,
221,641461f5-a70c-412a-953c-7d999d16b807,1,2545,Price too high
222,5befee6b-ea3b-4aac-b892-17d4e9153e97,4,2195,
223,514e0a65-ca4f-42a8-9de3-0d6eae09a5e9,4,4480,
224,38f428de-adf7-421a-b63f-769abd6dfd4d,5,5526,
225,0961e7e6-2e5a-4b41-8361-1d3ed890ea00,3,5730,Attitude of support person
226,571d0456-6647-4bee-84d8-2cc8c71dfbf1,4,5548,
227,9f1633bd-1e5e-413a-9bc4-fe08ff49bf64,4,4027,
228,fd35f02e-bff6-4aa0-8e68-e08e0e154cf7,3,3196,
229,a4a7f72e-9348-41e5-afc8-e9084122bd2c,1,3101,Competitor had better devices
230,19bf4d22-f43f-481a-b528-37b706044ca7,4,4351,
231,36b92759-804d-4965-89dc-900ce9760b80,4,4362,
232,cb64f92c-a8ff-40e9-804a-e9013e126290,5,3945,
233,b1598c0a-29ad-45d6-a3fa-9211d2fe2b6a,4,3746,
234,bbd537df-b234-4171-8e94-4aef68f30ef1,1,2403,Competitor made better offer
235,c52acd3b-1b95-432d-a077-ce23d2626226,5,5205,
236,8b34f38a-d5f5-4710-8308-a0bf77838d7b,4,3884,
237,98716385-6b19-4483-9fed-314a04027cbc,3,5571,Price too high
238,b7accc4d-7ae4-4392-a6ac-d787a3607279,4,2770,
239,449173c1-3a1b-4c4d-aa81-6b273f9212b0,2,5170,Competitor offered more data
240,e2abd7d7-6c01-49e5-bdd4-8fa78edfcbdf,3,4753,
241,b29b35f3-e992-4b77-a1e1-bd7afce991fa,3,2560,
242,b875aac4-1920-4434-9dcb-9b6cefca373a,5,4094,
243,1c7c523f-01e7-4fd5-a2e2-5c8e8edc559c,4,4010,
244,9451681d-b18b-4f4a-abd5-d180ae56b667,5,4952,
245,864b72fa-0026-46fd-bc6a-12931814e97e,3,6500,
246,ee0df226-2840-44b0-ada3-ce862e5a7b28,3,2195,Poor expertise of online support
247,36cef0b0-72c0-4435-85e5-8120e144dbaf,4,5159,
248,838ac4d6-49b0-4988-b607-1192ccaa8f7e,1,2919,Price too high
249,718a2ca1-e54f-4734-bd31-505c4b76652f,2,2455,Competitor offered more data
250,24e98811-efd3-4799-96a0-6e1009556fa1,4,6228,
251,7360b251-94e1-4ef2-8eb9-fb415876ddff,2,2414,Moved
252,ec799cc3-014f-46a0-9f8d-bfc9f30544d3,4,5504,
253,8bac4fbd-c259-4108-89ad-b50fc2d3a029,4,4855,
254,7e9a416f-2daa-4c0d-8630-b5e7875edb84,3,4097,
255,2277ea28-abb1-46f6-9e3e-9e1936ae8dc9,3,4121,
256,f6517ca0-9da6-4d1b-81f0-107e7d48c4c3,3,5151,
257,62295c04-9040-4077-b070-ec9eb200f70f,4,4375,
258,9d0b3278-4be3-499e-a7c2-d04a5f9112f5,3,5746,
259,3ff1a16b-0979-4396-bf6a-485f128e3db3,5,2215,
260,75f163a8-d797-47ff-b82d-e04044552db6,3,4579,
261,12889288-e454-4406-95ef-43fb3aa5b482,3,4578,
262,dad3a6a5-ea8e-4705-978d-a31f5a75418a,3,2325,Attitude of support person
263,2d96f70e-c719-4cae-ba46-beee2e0eaef5,1,4981,Competitor had better devices
264,d60ad7ec-86a7-4f7e-9046-7054190a54a4,4,5586,
265,43c0024d-4df9-435a-84d4-d554ba24108f,3,2646,
266,943e7e9a-741a-4ae4-9fe4-c0ce00a847ff,3,3371,
267,3eca00f6-3e84-4f2e-acb6-3c824fda6664,4,5154,
268,a1654c70-3970-48bc-b667-48f03409e475,3,4086,
269,db8abdc1-6eba-4034-a085-41a650e948ec,4,6211,
270,7084ac52-b409-49a8-8ffb-55c480d27c0f,1,4138,Competitor had better devices
271,f698d1c7-007a-4693-a616-2ba9caae9ef6,2,5438,Lack of self-service on Website
272,1a0c0443-b0f7-4858-b755-3ef2c6c2f3a0,3,3046,Attitude of support person
273,56508429-a18c-4327-b493-c6a1855ccb39,4,3828,
274,bce25ee5-293a-4395-9cc5-e57b3ecde253,3,4054,Attitude of support person
275,a1d65858-c7aa-4692-81b5-b467dd416c9f,4,5186,
276,b85e72d5-8a92-4f43-afe0-c222dce12a5a,3,3889,Price too high
277,24c910ca-d1b0-4fb0-bade-7459dedebe30,2,5383,Price too high
278,05ea52d3-c15e-4fd7-9d05-acc253dd67a9,5,4910,
279,7a4f0bf6-6870-4a49-a6c9-90bb32a18a93,2,2457,Network reliability
280,fa4b7d3e-66e3-4fbe-aede-41fa836775eb,1,3420,Product dissatisfaction
281,95c076c6-6e34-4089-a695-409ed069a4de,3,4665,
282,bb511a06-ad8f-40be-be35-7746e1bf8cc0,3,4643,Don't know
283,da2b3e2b-d9bb-48a8-b0a2-3fcf0769f024,3,5151,
284,d179abf4-9447-4832-9206-804908540bbf,4,3291,
285,1d4f516e-9a4f-41a2-ab11-5e18d93231ff,3,5781,
286,3b1e89fa-5543-4b5f-98a6-f8ca8cc5d5a3,3,4505,
287,e2abd7d7-6c01-49e5-bdd4-8fa78edfcbdf,3,4753,
288,4e04ab1e-0112-4cab-b07e-e6e543147e36,1,3548,Product dissatisfaction
289,9a47cc82-9008-4a32-8455-7eb2241eb244,4,4164,
290,943db86f-cd35-447f-942b-c1a827223a27,3,5703,
291,73e464ed-f1be-4807-8630-76220e844cdb,1,4481,Competitor offered more data
292,311aa841-e4ac-4d40-8313-1a8cdf30c34c,3,5949,Competitor made better offer
293,37da92f4-e8ea-41b3-8d6b-5fb4b8c1642b,3,5064,
294,ccfd4643-d8bf-4a4f-a25b-4ec42df561f9,5,3443,
295,f941b1d8-4c82-4920-9267-ebc7d7fa75ad,4,5141,
296,eb96a587-f2c5-4fad-b9a9-b3d335c04f21,4,6247,
297,2b43a08a-0ee0-4e36-9f1f-f341bcb9361c,4,4777,
298,e217617e-5ba0-4305-aa34-1d0d21053135,1,2377,Competitor had better devices
299,6c43e7ee-4b99-451e-8ab7-5aec2e48589d,1,4714,Product dissatisfaction
300,e8f2fc02-3628-478b-8c6f-1674eb645656,5,3055,
301,c11f8036-c90d-47c2-adc2-2ac73225b482,3,2198,
302,86d647b8-4455-4fb6-a58b-4d1b99c808cd,4,3080,
303,0d2d05c1-8ad0-4427-b8f6-63b1bd0d1dcb,2,4017,Limited range of services
304,9a7e2639-db5d-432d-b502-ae1c80ef1239,3,3334,
305,5c28aadd-0313-4c88-b13d-c42db39b0e6c,4,5613,
306,37c1d768-529c-4a0c-9cf9-61b12d7d2fce,1,5000,Product dissatisfaction
307,730c503c-b3d9-43a6-ab48-710d51fe87c8,1,5657,Lack of self-service on Website
308,a1f4ac2c-950e-4c7a-be1e-f54322a0cff5,3,5633,
309,782a6e76-cb13-4dc6-b24e-3e23d5697de2,5,3266,
310,e184cf46-e78d-4797-8d61-e85b85439a24,3,4711,
311,4f2900f0-0bc4-49d5-bd46-dbc90d8d7f22,2,3016,Don't know
312,f7452931-53ee-4b20-966c-58144f4a4131,5,5847,
313,ea55d8b5-5d1e-47f7-8133-431aee949edc,4,5936,
314,5706ed00-3fdb-4596-81fd-1d7a83ef949d,4,6101,
315,57251f57-e0cb-4c73-a610-605b47384456,1,4739,Competitor had better devices
316,54918736-b147-4716-b422-522f43516e64,3,2750,
317,88061a49-6293-4c01-9915-8328bbac5643,1,5005,Don't know
318,8bcc73c2-7b45-47e7-b7ed-99904dd45664,5,5299,
319,4677645c-a72c-47e3-8a31-b2dbdaeb6110,3,5829,
320,add23c45-d534-47fa-a195-d9684da8ea15,3,4734,
321,24b6709a-ec79-40a9-ba64-0d1071d8b433,5,4162,
322,56cde488-484e-4b55-ac06-d4510208c812,1,5869,Competitor offered higher download speeds
323,aeba0cf8-c136-4e38-aa41-193fc2e8750d,5,3945,
324,7971f627-2ea8-48a4-8fce-25c059693bcf,3,4701,
325,1cab73a3-bb84-4765-9468-023eb3c5e8d4,3,5967,
326,809ef716-4a32-4d0f-80eb-ffa1e4614a42,3,3850,
327,facd1aa7-f44f-43f6-8319-df83bd74e650,3,3459,
328,06b89dc3-d3d3-4fd9-b03e-042632b7f771,2,4419,Lack of affordable download/upload speed
329,1c8deade-30e6-4b90-84eb-5f5b0cfc3b62,3,2985,
330,aa2a305b-2f88-4934-932c-c775d751f7f5,3,4562,
331,3d389f13-3d48-4427-bd35-553b7097b5b1,1,5067,Attitude of support person
332,fc321b4e-bdbd-4756-b77b-b3b93b07f606,4,4572,
333,091342ec-3abc-4918-9e62-d4966a09b1e4,3,5840,
334,7ca140a7-165d-4d11-8af5-f1fe5f6804fd,5,5393,
335,838a002c-1405-45a3-9e74-01ec5e825a77,1,2031,Competitor had better devices
336,35993f1b-fef6-417b-9b14-4e25031a1ee4,3,3561,Competitor made better offer
337,2bbd92f9-5701-44ec-874f-ba66c1deb2d4,3,4253,
338,12f8b3ea-277e-46cb-930c-0cd60a14a28d,5,4416,
339,6eefdd60-ffa0-4d2d-aa16-9fb13ebcb8f3,1,5586,Competitor had better devices
340,9371765e-9628-4b1b-ab8b-077ad28ffc0f,1,3022,Competitor offered higher download speeds
341,ef937229-cc05-4d95-991e-e3166cb11a04,5,4927,
342,8ecbe326-99a3-489f-b489-c49124b2d68f,4,5753,
343,c8091c93-d91e-403a-8b81-faddef37c149,2,2487,Attitude of support person
344,cf20da1c-0916-4781-9728-18a757f13944,2,5613,Attitude of support person
345,96d66876-45d3-42ac-8b93-ba5e0a2fc41a,3,2767,Moved
346,f492019e-4343-4efa-9456-ec247c190a88,2,5672,Attitude of service provider
347,19bf4d22-f43f-481a-b528-37b706044ca7,4,4351,
348,a8f142d8-f220-4d2c-944e-2081024971e9,1,3207,Price too high
349,4e28bb69-cee2-4fdf-8831-28935bb5e9b6,3,4607,
350,7e229cd0-4f4d-47c4-b146-cb6731945263,5,4886,
351,084a89dc-a548-4f1e-b96f-049ab577c938,3,4413,
352,131a01ca-3047-4467-a8ee-2c8708325121,4,4422,
353,5bc6aec8-5436-4c4f-9035-83e217aab934,2,2673,Competitor had better devices
354,2d96f70e-c719-4cae-ba46-beee2e0eaef5,1,4981,Competitor had better devices
355,b5c4da20-0787-4526-ab01-471a9c97f934,3,5080,
356,09dffad1-d35a-4a14-bad3-0d5f9d2b9dac,1,2377,Competitor had better devices
357,f1453a5c-845e-47b2-bc71-734ab73f1a31,1,4513,Attitude of support person
358,f097513f-5700-459e-87cb-0e09bd54d8e3,4,5106,
359,094011ee-908c-4c91-9133-ba82bb936a44,3,5457,
360,2bb5d5e7-6b03-446f-80f0-baf25c45b07b,3,2929,
361,a0200f3d-579f-4b50-be27-da7697a9b674,1,4568,Competitor had better devices
362,e662a2cd-433f-47bc-a395-7b1f731c3a4e,3,5267,
363,2680fa3e-82ca-45ca-ad59-f32fe9bd9e2a,4,3575,
364,4bcea5f4-f721-47c1-b0c9-9b9029ce39db,5,5089,
365,0e85faf4-fbc0-4d18-8ef1-f0a2d9bee0a1,3,4503,
366,ee0df226-2840-44b0-ada3-ce862e5a7b28,3,2195,Poor expertise of online support
367,a5e06a97-c4eb-49e2-a027-e3add27e4c81,5,2616,
368,d35df2c8-46d3-42c6-affe-ee4cea7ed629,4,5104,
369,da3f900c-6833-48a6-8a24-40fa94f24906,4,2342,
370,b6f43c3c-ee74-45b3-9add-4013fcd73623,4,4524,
371,e51ada02-3546-476c-91e6-8ad461409226,3,2447,
372,aba9a62a-15b9-47b1-ad51-5c8879952801,1,2767,Competitor offered more data
373,88290ca5-34fe-434d-92b1-615478e96f90,3,2132,
374,606f84d7-633e-403d-b6db-0350f0f3efce,3,5897,Competitor made better offer
375,8d124c4d-7d32-42e9-91bd-0bb34f7d7219,3,2102,
376,5167060e-24e7-433e-a49e-60bd8987c268,4,2031,
